AeroDyn airfoil file Created with QBlade CE v2.0.7.7_beta windows on 09.12.2024 at 11:30:01 Compatible with AeroDyn v13.0.
Polar "NACA_0060_20_Re6.000_M0.00_N9.0 360 M" on Foil "NACA 0060_20" :: generated by QBlade
1              Number of airfoil tables in this file
0              Table ID parameter
  -122.000  0.558825  0.971216  0.334205
  -121.000  0.544827  0.992086  0.336499
  -120.000  0.530129  1.012571  0.338703
  -119.000  0.514755  1.032647  0.340818
  -118.000  0.498725  1.052290  0.342845
  -117.000  0.482065  1.071476  0.344784
  -116.000  0.464797  1.090181  0.346635
  -115.000  0.446947  1.108383  0.348398
  -114.000  0.428541  1.126060  0.350075
  -113.000  0.409603  1.143189  0.351664
  -112.000  0.390162  1.159750  0.353165
  -111.000  0.370244  1.175723  0.354579
  -110.000  0.349876  1.191088  0.355904
  -109.000  0.328042  1.205827  0.357042
  -108.000  0.306882  1.219921  0.358195
  -107.000  0.285357  1.233354  0.359257
  -106.000  0.263496  1.246109  0.360227
  -105.000  0.241328  1.258171  0.361104
  -104.000  0.218883  1.269525  0.361886
  -103.000  0.196191  1.280156  0.362572
  -102.000  0.173281  1.290053  0.363162
  -101.000  0.150183  1.299202  0.363652
  -100.000  0.126927  1.307593  0.364043
   -99.000  0.103544  1.315216  0.364332
   -98.000  0.080063  1.322062  0.364518
   -97.000  0.056514  1.328121  0.364600
   -96.000  0.032927  1.333387  0.364575
   -95.000  0.009331  1.337852  0.364442
   -94.000 -0.014245  1.341513  0.364200
   -93.000 -0.037771  1.344364  0.363847
   -92.000 -0.061219  1.346401  0.363381
   -91.000 -0.084560  1.347623  0.362802
   -90.000 -0.107766  1.348027  0.362107
   -89.000 -0.130809  1.347613  0.361295
   -88.000 -0.153661  1.346382  0.360366
   -87.000 -0.176297  1.344335  0.359317
   -86.000 -0.198689  1.341475  0.358149
   -85.000 -0.220812  1.337805  0.356860
   -84.000 -0.242640  1.333329  0.355449
   -83.000 -0.264147  1.328053  0.353915
   -82.000 -0.285311  1.321984  0.352259
   -81.000 -0.306107  1.315128  0.350480
   -80.000 -0.326512  1.307495  0.348578
   -79.000 -0.346503  1.299092  0.346552
   -78.000 -0.366059  1.289931  0.344403
   -77.000 -0.385159  1.280022  0.342131
   -76.000 -0.403782  1.269378  0.339737
   -75.000 -0.421909  1.258012  0.337221
   -74.000 -0.439521  1.245936  0.334585
   -73.000 -0.456599  1.233167  0.331828
   -72.000 -0.473127  1.219719  0.328954
   -71.000 -0.489087  1.205608  0.325962
   -70.000 -0.504464  1.190853  0.322855
   -69.000 -0.519242  1.175470  0.319634
   -68.000 -0.533408  1.159478  0.316301
   -67.000 -0.546948  1.142897  0.312859
   -66.000 -0.559849  1.125746  0.309310
   -65.000 -0.572100  1.108047  0.305657
   -64.000 -0.583691  1.089821  0.301901
   -63.000 -0.594610  1.071090  0.298046
   -62.000 -0.604849  1.051876  0.294095
   -61.000 -0.614400  1.032203  0.290051
   -60.000 -0.623255  1.012094  0.285917
   -59.000 -0.631409  0.991573  0.281697
   -58.000 -0.638855  0.970666  0.277395
   -57.000 -0.645589  0.949397  0.273013
   -56.000 -0.651607  0.927792  0.268555
   -55.000 -0.656907  0.905876  0.264027
   -54.000 -0.661488  0.883676  0.259431
   -53.000 -0.665348  0.861219  0.254771
   -52.000 -0.668489  0.838529  0.250053
   -51.000 -0.670911  0.815636  0.245279
   -50.000 -0.672619  0.792565  0.240456
   -49.000 -0.673615  0.769343  0.235586
   -48.000 -0.673906  0.745997  0.230676
   -47.000 -0.673500  0.722555  0.225728
   -46.000 -0.672404  0.699042  0.220749
   -45.000 -0.670629  0.675485  0.215744
   -44.000 -0.668190  0.651911  0.210718
   -43.000 -0.665101  0.628344  0.205676
   -42.000 -0.661382  0.604809  0.200624
   -41.000 -0.657056  0.581330  0.195569
   -40.000 -0.652151  0.557930  0.190519
   -39.000 -0.646700  0.534629  0.185480
   -38.000 -0.640747  0.511447  0.180462
   -37.000 -0.634342  0.488401  0.175476
   -36.000 -0.627554  0.465503  0.170535
   -35.000 -0.620467  0.442762  0.165655
   -34.000 -0.613192  0.420181  0.156238
   -33.000 -0.605874  0.397754  0.146821
   -32.000 -0.598711  0.375466  0.137404
   -31.000 -0.591967  0.353287  0.127987
   -30.000 -0.586012  0.331165  0.118570
   -29.000 -0.581357  0.309022  0.109153
   -28.000 -0.578725  0.286744  0.099736
   -27.000 -0.579126  0.264170  0.090319
   -26.000 -0.583959  0.241087  0.080902
   -25.000 -0.595071  0.217236  0.071485
   -24.000 -0.614651  0.192381  0.062068
   -23.000 -0.644614  0.166467  0.052651
   -22.000 -0.684982  0.139978  0.043234
   -21.000 -0.731130  0.114379  0.033817
   -20.000 -0.873500  0.118380  0.024400
   -19.500 -0.848000  0.115110  0.020800
   -19.000 -0.842500  0.110400  0.018800
   -18.500 -0.812400  0.107480  0.015100
   -18.000 -0.795500  0.103590  0.012500
   -17.500 -0.772000  0.100160  0.009400
   -17.000 -0.751700  0.096480  0.006600
   -16.500 -0.725100  0.093280  0.003500
   -16.000 -0.712500  0.089070  0.001600
   -15.500 -0.690300  0.085510 -0.001000
   -15.000 -0.664100  0.082300 -0.003900
   -14.500 -0.651900  0.078110 -0.005400
   -14.000 -0.616200  0.075550 -0.009000
   -13.500 -0.603800  0.071420 -0.010200
   -13.000 -0.588300  0.067550 -0.011700
   -12.500 -0.548100  0.065350 -0.015500
   -12.000 -0.536900  0.061270 -0.016200
   -11.500 -0.516500  0.057860 -0.017800
   -11.000 -0.476200  0.055750 -0.021400
   -10.500 -0.460200  0.052160 -0.022300
   -10.000 -0.423600  0.049950 -0.025300
    -9.500 -0.393000  0.047310 -0.027600
    -9.000 -0.360400  0.044960 -0.029900
    -8.500 -0.334100  0.042230 -0.031400
    -7.500 -0.264900  0.038000 -0.036100
    -7.000 -0.223200  0.036320 -0.039100
    -6.500 -0.184200  0.034530 -0.041700
    -6.000 -0.146100  0.032890 -0.044000
    -5.500 -0.112100  0.031020 -0.045700
    -4.500 -0.035700  0.028150 -0.049600
    -4.000  0.008500  0.027080 -0.052200
    -3.500  0.044300  0.025830 -0.053500
    -3.000  0.082000  0.024860 -0.054700
    -2.500  0.113900  0.023740 -0.054900
    -2.000  0.150900  0.023210 -0.055500
    -1.500  0.161600  0.022280 -0.051300
    -1.000  0.064400  0.022370 -0.025500
    -0.500  0.026300  0.022340 -0.011600
     0.000  0.000100  0.022560  0.000000
     0.500 -0.026800  0.022340  0.011700
     1.000 -0.064900  0.022370  0.025600
     1.500 -0.161800  0.022280  0.051400
     2.000 -0.151400  0.023220  0.055600
     2.500 -0.113800  0.023740  0.054900
     3.000 -0.082400  0.024880  0.054800
     3.500 -0.044600  0.025870  0.053500
     4.000 -0.007700  0.027070  0.052100
     4.500  0.037500  0.028100  0.049400
     5.000  0.067200  0.029860  0.048700
     5.500  0.113800  0.030970  0.045400
     6.000  0.149700  0.032740  0.043500
     6.500  0.186300  0.034450  0.041400
     7.000  0.225200  0.036250  0.038800
     7.500  0.266000  0.037980  0.035900
     8.500  0.335000  0.042240  0.031200
     9.000  0.359800  0.045060  0.029900
     9.500  0.395400  0.047250  0.027200
    10.000  0.426000  0.049890  0.024900
    11.000  0.442701  0.044714  0.014252
    12.000  0.470611  0.049582  0.003604
    13.000  0.495568  0.055268 -0.007044
    14.000  0.517645  0.061889 -0.017692
    15.000  0.537009  0.069541 -0.028340
    16.000  0.553900  0.078290 -0.038989
    17.000  0.568609  0.088173 -0.049637
    18.000  0.581447  0.099201 -0.060285
    19.000  0.592727  0.111358 -0.070933
    20.000  0.602742  0.124610 -0.081581
    21.000  0.611754  0.138909 -0.092229
    22.000  0.619986  0.154198 -0.102877
    23.000  0.627622  0.170413 -0.113525
    24.000  0.634808  0.187488 -0.124173
    25.000  0.641649  0.205360 -0.134821
    26.000  0.648225  0.223965 -0.138018
    27.000  0.654585  0.243243 -0.141319
    28.000  0.660758  0.263140 -0.144730
    29.000  0.666755  0.283601 -0.148253
    30.000  0.672575  0.304578 -0.151888
    31.000  0.678206  0.326024 -0.155632
    32.000  0.683629  0.347898 -0.159481
    33.000  0.688822  0.370158 -0.163428
    34.000  0.693756  0.392766 -0.167469
    35.000  0.698404  0.415686 -0.171595
    36.000  0.702735  0.438883 -0.175800
    37.000  0.706719  0.462324 -0.180076
    38.000  0.710329  0.485976 -0.184416
    39.000  0.713535  0.509807 -0.188812
    40.000  0.716310  0.533787 -0.193257
    41.000  0.718629  0.557885 -0.197744
    42.000  0.720467  0.582072 -0.202266
    43.000  0.721802  0.606317 -0.206815
    44.000  0.722614  0.630592 -0.211385
    45.000  0.722881  0.654869 -0.215968
    46.000  0.722588  0.679117 -0.220559
    47.000  0.721718  0.703310 -0.225151
    48.000  0.720256  0.727418 -0.229737
    49.000  0.718189  0.751414 -0.234312
    50.000  0.715506  0.775270 -0.238869
    51.000  0.712197  0.798959 -0.243403
    52.000  0.708253  0.822452 -0.247908
    53.000  0.703668  0.845723 -0.252379
    54.000  0.698434  0.868746 -0.256810
    55.000  0.692547  0.891493 -0.261196
    56.000  0.686005  0.913938 -0.265532
    57.000  0.678804  0.936056 -0.269812
    58.000  0.670945  0.957820 -0.274033
    59.000  0.662427  0.979207 -0.278190
    60.000  0.653251  1.000190 -0.282278
    61.000  0.643420  1.020746 -0.286292
    62.000  0.632939  1.040852 -0.290229
    63.000  0.621810  1.060483 -0.294086
    64.000  0.610041  1.079617 -0.297857
    65.000  0.597639  1.098232 -0.301540
    66.000  0.584610  1.116306 -0.305131
    67.000  0.570964  1.133819 -0.308627
    68.000  0.556710  1.150750 -0.312025
    69.000  0.541860  1.167079 -0.315323
    70.000  0.526425  1.182788 -0.318516
    71.000  0.510418  1.197857 -0.321604
    72.000  0.493852  1.212271 -0.324584
    73.000  0.476743  1.226011 -0.327454
    74.000  0.459104  1.239063 -0.330212
    75.000  0.440953  1.251410 -0.332857
    76.000  0.422307  1.263039 -0.335387
    77.000  0.403183  1.273937 -0.337801
    78.000  0.383601  1.284090 -0.340098
    79.000  0.363579  1.293486 -0.342277
    80.000  0.343138  1.302116 -0.344337
    81.000  0.322299  1.309969 -0.346279
    82.000  0.301084  1.317037 -0.348101
    83.000  0.279515  1.323310 -0.349805
    84.000  0.257614  1.328783 -0.351389
    85.000  0.235407  1.333448 -0.352854
    86.000  0.212917  1.337301 -0.354201
    87.000  0.190168  1.340338 -0.355431
    88.000  0.167187  1.342555 -0.356542
    89.000  0.144000  1.343950 -0.357538
    90.000  0.120632  1.344522 -0.358418
    91.000  0.097111  1.344270 -0.359184
    92.000  0.073465  1.343196 -0.359836
    93.000  0.049720  1.341300 -0.360377
    94.000  0.025906  1.338586 -0.360806
    95.000  0.002050  1.335057 -0.361126
    96.000 -0.021819  1.330719 -0.361338
    97.000 -0.045671  1.325575 -0.361444
    98.000 -0.069478  1.319634 -0.361444
    99.000 -0.093209  1.312902 -0.361341
   100.000 -0.116836  1.305388 -0.361135
   101.000 -0.140329  1.297102 -0.360828
   102.000 -0.163658  1.288054 -0.360422
   103.000 -0.186792  1.278254 -0.359918
   104.000 -0.209704  1.267717 -0.359317
   105.000 -0.232362  1.256453 -0.358621
   106.000 -0.254738  1.244479 -0.357831
   107.000 -0.276801  1.231807 -0.356947
   108.000 -0.298523  1.218454 -0.355971
   109.000 -0.319875  1.204437 -0.354903
   110.000 -0.350069  1.189772 -0.354651
   111.000 -0.370444  1.174478 -0.353435
   112.000 -0.390370  1.158574 -0.352128
   113.000 -0.409818  1.142078 -0.350732
   114.000 -0.428763  1.125012 -0.349246
   115.000 -0.447176  1.107397 -0.347671
   116.000 -0.465033  1.089253 -0.346007
   117.000 -0.482307  1.070603 -0.344254
   118.000 -0.498973  1.051471 -0.342411
   119.000 -0.515008  1.031879 -0.340479
   120.000 -0.530389  1.011852 -0.338456
   121.000 -0.545091  0.991413 -0.336342
   122.000 -0.559095  0.970589 -0.334136
   123.000 -0.572378  0.949405 -0.331837
   124.000 -0.584921  0.927886 -0.329444
   125.000 -0.596705  0.906058 -0.326956
   126.000 -0.607712  0.883950 -0.324371
   127.000 -0.617924  0.861587 -0.321689
   128.000 -0.627326  0.838997 -0.318906
   129.000 -0.635903  0.816207 -0.316022
   130.000 -0.643640  0.793246 -0.313036
   131.000 -0.650526  0.770142 -0.309944
   132.000 -0.656549  0.746922 -0.306745
   133.000 -0.661699  0.723616 -0.303438
   134.000 -0.665967  0.700251 -0.300020
   135.000 -0.669345  0.676856 -0.296490
   136.000 -0.671828  0.653460 -0.292845
   137.000 -0.673411  0.630091 -0.289084
   138.000 -0.674090  0.606778 -0.285205
   139.000 -0.673863  0.583550 -0.281205
   140.000 -0.672731  0.560434 -0.277084
   141.000 -0.670693  0.537459 -0.272840
   142.000 -0.667754  0.514653 -0.268471
   143.000 -0.663918  0.492044 -0.263977
   144.000 -0.659190  0.469659 -0.259356
   145.000 -0.653579  0.447526 -0.254607
   146.000 -0.647094  0.425672 -0.249732
   147.000 -0.639748  0.404123 -0.244728
   148.000 -0.631555  0.382906 -0.239597
   149.000 -0.622530  0.362046 -0.234340
   150.000 -0.612694  0.341570 -0.228958
   151.000 -0.602066  0.321502 -0.223454
   152.000 -0.590672  0.301866 -0.217830
   153.000 -0.578539  0.282687 -0.212091
   154.000 -0.565700  0.263988 -0.206242
   155.000 -0.552191  0.245791 -0.200288
   156.000 -0.538052  0.228120 -0.194239
   157.000 -0.523333  0.210995 -0.188105
   158.000 -0.508086  0.194437 -0.181897
   159.000 -0.492376  0.178467 -0.175632
   160.000 -0.476274  0.163104 -0.169327
   161.000 -0.459862  0.148367 -0.163005
   162.000 -0.443233  0.134274 -0.156693
   163.000 -0.426490  0.120842 -0.150418
   164.000 -0.409737  0.108087 -0.144213
   165.000 -0.393070  0.096025 -0.138105
   166.000 -0.376552  0.084671 -0.132113
   167.000 -0.360169  0.074038 -0.126229
   168.000 -0.343766  0.064140 -0.120395
   169.000 -0.326967  0.054989 -0.114480
   170.000 -0.309121  0.046595 -0.108251
   171.000 -0.289336  0.038969 -0.101391
   172.000 -0.266688  0.032121 -0.093562
   173.000 -0.240565  0.026058 -0.084531
   174.000 -0.210955  0.020788 -0.074270
   175.000 -0.178454  0.016318 -0.062965
   176.000 -0.143978  0.012653 -0.050921
   177.000 -0.108404  0.009797 -0.038435
   178.000 -0.072357  0.007754 -0.025721
   179.000 -0.036171  0.006527 -0.012892
   180.000  0.000034  0.006002  0.000012
